"Date","Price","Open","High","Low","Vol.","Change %"
"Nov 18, 2021","550","560","560","545","28.35M","-1.79%"
"Nov 17, 2021","560","545","560","540","45.85M","3.70%"
"Nov 16, 2021","540","545","550","535","43.31M","-0.92%"
"Nov 15, 2021","545","535","550","535","53.05M","1.87%"
"Nov 12, 2021","535","530","540","525","43.50M","0.94%"
"Nov 11, 2021","530","520","530","520","26.12M","1.92%"
"Nov 10, 2021","520","525","530","515","24.65M","-0.95%"
"Nov 09, 2021","525","525","530","520","26.10M","0.00%"
"Nov 08, 2021","525","520","530","515","48.60M","1.94%"
"Nov 05, 2021","515","525","525","510","30.12M","-0.96%"
"Nov 04, 2021","520","520","530","515","28.74M","0.97%"
"Nov 03, 2021","515","510","525","505","52.80M","1.98%"
"Nov 02, 2021","505","515","520","505","21.87M","-0.98%"
"Nov 01, 2021","510","500","525","500","70.30M","2.00%"
"Oct 29, 2021","500","492","505","490","45.37M","2.46%"
"Oct 28, 2021","488","500","510","482","90.84M","-4.31%"
"Oct 27, 2021","510","520","520","505","20.44M","-0.97%"
"Oct 26, 2021","515","520","525","515","13.70M","0.00%"
"Oct 25, 2021","515","525","530","515","15.12M","-1.90%"
"Oct 22, 2021","525","515","525","515","35.30M","0.96%"
"Oct 21, 2021","520","525","540","520","66.73M","-0.95%"
"Oct 19, 2021","525","525","530","515","34.10M","0.00%"
"Oct 18, 2021","525","530","540","520","90.64M","-0.94%"
"Oct 15, 2021","530","535","545","525","63.01M","-0.93%"
"Oct 14, 2021","535","520","545","515","114.95M","2.88%"
"Oct 13, 2021","520","520","525","505","91.78M","0.00%"
"Oct 12, 2021","520","515","525","500","112.03M","0.97%"
"Oct 11, 2021","515","525","525","510","73.35M","-1.90%"
"Oct 08, 2021","525","520","525","515","38.90M","0.96%"
"Oct 07, 2021","520","525","530","505","67.86M","-1.89%"
"Oct 06, 2021","530","530","535","520","96.08M","0.95%"
"Oct 05, 2021","525","530","535","515","62.29M","-0.94%"
"Oct 04, 2021","530","488","535","488","169.12M","8.61%"
"Oct 01, 2021","488","478","492","476","64.12M","0.83%"
"Sep 30, 2021","484","478","486","474","15.16M","1.26%"
"Sep 29, 2021","478","480","480","474","20.95M","-0.83%"
"Sep 28, 2021","482","482","486","480","19.27M","0.00%"
"Sep 27, 2021","482","482","484","480","11.37M","0.00%"
"Sep 24, 2021","482","478","484","478","26.48M","0.42%"
"Sep 23, 2021","480","486","488","478","32.68M","-0.41%"
"Sep 22, 2021","482","482","482","478","19.15M","0.42%"
"Sep 21, 2021","480","468","482","466","30.23M","1.69%"
"Sep 20, 2021","472","478","480","470","19.57M","-1.26%"
"Sep 17, 2021","478","480","482","474","33.90M","-0.42%"
"Sep 16, 2021","480","480","482","478","30.97M","0.00%"
"Sep 15, 2021","480","478","484","474","51.99M","0.42%"
"Sep 14, 2021","478","466","484","466","70.64M","3.46%"
"Sep 13, 2021","462","462","466","456","21.55M","-0.86%"
"Sep 10, 2021","466","470","472","466","24.79M","0.00%"
"Sep 09, 2021","466","454","466","452","55.17M","2.64%"
"Sep 08, 2021","454","472","478","452","62.75M","-3.40%"
"Sep 07, 2021","470","466","472","458","93.89M","1.29%"
"Sep 06, 2021","464","460","468","456","75.35M","1.75%"
"Sep 03, 2021","456","450","460","448","65.99M","1.33%"
"Sep 02, 2021","450","454","456","446","18.51M","-0.88%"
"Sep 01, 2021","454","458","460","448","26.54M","-0.87%"
"Aug 31, 2021","458","452","460","448","63.58M","1.33%"
"Aug 30, 2021","452","444","460","436","135.57M","3.67%"
"Aug 27, 2021","436","440","442","434","38.34M","-0.91%"
"Aug 26, 2021","440","446","448","432","22.07M","-1.35%"
"Aug 25, 2021","446","454","458","444","46.26M","-0.89%"
"Aug 24, 2021","450","442","454","442","61.08M","2.74%"
"Aug 23, 2021","438","438","444","428","86.80M","2.34%"
"Aug 20, 2021","428","434","436","426","50.47M","-0.93%"
"Aug 19, 2021","432","448","450","430","79.97M","-3.57%"
"Aug 18, 2021","448","452","462","436","119.87M","-0.88%"
"Aug 16, 2021","452","452","472","440","59.23M","-0.44%"
"Aug 13, 2021","454","470","472","448","39.60M","-2.99%"
"Aug 12, 2021","468","446","468","442","82.50M","5.41%"
"Aug 10, 2021","444","434","444","434","34.32M","2.30%"
"Aug 09, 2021","434","430","440","430","27.66M","0.93%"
"Aug 06, 2021","430","432","434","424","21.88M","0.00%"
"Aug 05, 2021","430","442","442","426","26.90M","0.00%"
"Aug 04, 2021","430","432","434","424","24.86M","-0.46%"
"Aug 03, 2021","432","430","442","426","33.43M","0.47%"
"Aug 02, 2021","430","410","434","402","82.58M","7.50%"
"Jul 30, 2021","400","430","432","400","66.16M","-6.10%"
"Jul 29, 2021","426","424","430","416","51.28M","0.47%"
"Jul 28, 2021","424","436","438","422","47.46M","-2.75%"
"Jul 27, 2021","436","440","442","432","47.41M","-0.46%"
"Jul 26, 2021","438","444","448","438","31.82M","-1.35%"
"Jul 23, 2021","444","450","452","432","46.12M","0.45%"
"Jul 22, 2021","442","424","450","422","108.40M","5.24%"
"Jul 21, 2021","420","406","422","406","93.66M","3.96%"
"Jul 19, 2021","404","410","410","404","20.34M","-1.46%"
"Jul 16, 2021","410","408","416","408","25.33M","0.00%"
"Jul 15, 2021","410","410","416","406","40.68M","0.00%"
"Jul 14, 2021","410","430","430","404","78.49M","-4.65%"
"Jul 13, 2021","430","440","442","430","37.44M","-2.27%"
"Jul 12, 2021","440","436","442","436","42.76M","0.92%"
"Jul 09, 2021","436","442","444","434","18.45M","-1.36%"
"Jul 08, 2021","442","442","446","440","26.27M","0.00%"
"Jul 07, 2021","442","440","446","440","16.50M","-0.45%"
"Jul 06, 2021","444","440","448","440","43.30M","1.37%"
"Jul 05, 2021","438","442","448","438","33.15M","-0.90%"
"Jul 02, 2021","442","440","450","438","31.52M","0.00%"
"Jul 01, 2021","442","440","446","436","37.16M","0.45%"
"Jun 30, 2021","440","450","452","438","49.33M","-2.22%"
"Jun 29, 2021","450","450","452","430","61.19M","0.00%"
"Jun 28, 2021","450","458","460","446","50.10M","-1.75%"
"Jun 25, 2021","458","454","460","452","52.90M","1.33%"
"Jun 24, 2021","452","438","458","434","85.93M","4.63%"
"Jun 23, 2021","432","440","446","432","41.29M","-1.37%"
"Jun 22, 2021","438","440","452","438","73.37M","0.92%"
"Jun 21, 2021","434","440","440","428","97.83M","-2.69%"
"Jun 18, 2021","446","456","456","436","99.05M","-2.19%"
"Jun 17, 2021","456","462","462","452","47.10M","-1.30%"
"Jun 16, 2021","462","462","468","456","28.26M","0.00%"
"Jun 15, 2021","462","474","476","460","64.26M","-2.53%"
"Jun 14, 2021","474","478","488","470","114.76M","-0.42%"
"Jun 11, 2021","476","476","478","472","64.58M","0.85%"
"Jun 10, 2021","472","472","478","468","65.69M","0.43%"
"Jun 09, 2021","470","480","486","468","133.38M","-2.08%"
"Jun 08, 2021","480","492","496","480","56.27M","-2.04%"
"Jun 07, 2021","490","498","500","490","44.28M","-1.21%"
"Jun 04, 2021","496","505","505","496","49.36M","-0.80%"
"Jun 03, 2021","500","510","510","498","84.56M","-1.96%"
"Jun 02, 2021","510","500","510","500","29.95M","2.00%"
"May 31, 2021","500","500","505","498","27.04M","0.40%"
"May 28, 2021","498","500","505","496","36.58M","-0.40%"
"May 27, 2021","500","505","515","500","50.38M","-1.96%"
"May 25, 2021","510","510","515","500","38.17M","0.99%"
"May 24, 2021","505","505","510","500","38.19M","0.00%"
"May 21, 2021","505","510","510","498","29.07M","0.00%"
"May 20, 2021","505","498","510","498","37.93M","1.41%"
"May 19, 2021","498","505","510","498","28.58M","-2.35%"
"May 18, 2021","510","500","510","496","28.17M","2.00%"
"May 17, 2021","500","520","525","496","51.19M","-3.85%"
"May 11, 2021","520","520","525","510","22.48M","0.00%"
"May 10, 2021","520","515","525","510","23.06M","1.96%"
"May 07, 2021","510","510","515","505","13.71M","0.99%"
"May 06, 2021","505","520","525","505","58.34M","-2.88%"
"May 05, 2021","520","535","535","520","22.57M","-2.80%"
"May 04, 2021","535","540","540","530","15.52M","-0.93%"
"May 03, 2021","540","530","540","525","22.85M","1.89%"
"Apr 30, 2021","530","535","540","520","17.17M","-0.93%"
"Apr 29, 2021","535","540","545","530","8.10M","-0.93%"
"Apr 28, 2021","540","535","540","525","32.84M","0.93%"
"Apr 27, 2021","535","525","540","515","62.00M","1.90%"
"Apr 26, 2021","525","525","530","515","53.18M","1.94%"
"Apr 23, 2021","515","505","520","500","50.96M","1.98%"
"Apr 22, 2021","505","510","515","500","32.49M","0.00%"
"Apr 21, 2021","505","505","510","500","20.07M","-0.98%"
"Apr 20, 2021","510","510","515","500","54.04M","0.99%"
"Apr 19, 2021","505","505","510","500","35.86M","0.00%"
"Apr 16, 2021","505","510","515","500","46.39M","-0.98%"
"Apr 15, 2021","510","520","520","505","24.75M","-0.97%"
"Apr 14, 2021","515","496","520","496","54.72M","4.25%"
"Apr 13, 2021","494","492","500","484","124.11M","-0.80%"
"Apr 12, 2021","498","540","540","498","116.43M","-6.92%"
"Apr 09, 2021","535","545","545","535","27.08M","-0.93%"
"Apr 08, 2021","540","545","555","535","39.33M","-0.92%"
"Apr 07, 2021","545","540","550","535","44.53M","0.00%"
"Apr 06, 2021","545","535","550","525","33.79M","1.87%"
"Apr 05, 2021","535","540","545","530","18.63M","-0.93%"
"Apr 01, 2021","540","540","550","530","35.03M","0.00%"
"Mar 31, 2021","540","540","550","530","101.34M","-0.92%"
"Mar 30, 2021","545","550","550","540","29.56M","-0.91%"
"Mar 29, 2021","550","570","570","550","53.22M","-2.65%"
"Mar 26, 2021","565","550","570","535","54.25M","4.63%"
"Mar 25, 2021","540","550","555","525","45.26M","-0.92%"
"Mar 24, 2021","545","550","555","540","42.01M","-1.80%"
"Mar 23, 2021","555","575","575","555","26.15M","-0.89%"
"Mar 22, 2021","560","565","575","555","37.29M","-0.88%"
"Mar 19, 2021","565","580","585","565","21.98M","-2.59%"
"Mar 18, 2021","580","575","585","570","48.76M","1.75%"
"Mar 17, 2021","570","590","595","565","56.07M","-3.39%"
"Mar 16, 2021","590","595","600","580","59.66M","-0.84%"
"Mar 15, 2021","595","610","615","590","63.70M","-0.83%"
"Mar 12, 2021","600","590","615","585","109.35M","2.56%"
"Mar 10, 2021","585","565","585","560","79.93M","3.54%"
