Date,Open,High,Low,Close,Adj Close,Volume
2020-12-28,818.779419,838.158813,794.555176,818.779419,818.779419,47022522
2020-12-29,828.469116,833.313965,794.555176,804.244873,804.244873,63267405
2020-12-30,804.244873,823.624268,775.175781,780.020630,780.020630,81464156
2021-01-04,784.865479,809.089722,755.796387,804.244873,804.244873,48735269
2021-01-05,804.244873,828.469116,794.555176,809.089722,809.089722,40199398
2021-01-06,809.089722,833.313965,760.641235,775.175781,775.175781,98305962
2021-01-07,784.865479,804.244873,765.486084,775.175781,775.175781,78412254
2021-01-08,780.020630,794.555176,775.175781,784.865479,784.865479,45410913
2021-01-11,784.865479,813.934570,780.020630,804.244873,804.244873,54224811
2021-01-12,818.779419,852.693359,794.555176,852.693359,852.693359,129609314
2021-01-13,857.538208,867.227905,813.934570,813.934570,813.934570,80395185
2021-01-14,823.624268,823.624268,789.710327,794.555176,794.555176,49995577
2021-01-15,794.555176,818.779419,789.710327,804.244873,804.244873,50197028
2021-01-18,804.244873,818.779419,789.710327,794.555176,794.555176,38212546
2021-01-19,804.244873,809.089722,741.261841,760.641235,760.641235,89136325
2021-01-20,760.641235,784.865479,741.261841,784.865479,784.865479,54956413
2021-01-21,789.710327,799.400024,765.486084,775.175781,775.175781,36522400
2021-01-22,775.175781,784.865479,746.106689,750.951538,750.951538,78174063
2021-01-25,746.106689,760.641235,712.192749,726.727295,726.727295,56185037
2021-01-26,726.727295,736.416992,683.123657,692.813354,692.813354,54078780
2021-01-27,692.813354,731.572144,668.589111,717.037598,717.037598,53090823
2021-01-28,702.503052,712.192749,668.589111,673.433960,673.433960,60091145
2021-01-29,678.278809,697.658203,649.209717,673.433960,673.433960,45219782
2021-02-01,668.589111,731.572144,649.209717,707.347900,707.347900,64145554
2021-02-02,721.882446,726.727295,687.968506,697.658203,697.658203,30662877
2021-02-03,702.503052,717.037598,692.813354,697.658203,697.658203,25369833
2021-02-04,697.658203,717.037598,687.968506,692.813354,692.813354,29991546
2021-02-05,702.503052,731.572144,697.658203,721.882446,721.882446,51967362
2021-02-08,731.572144,794.555176,726.727295,780.020630,780.020630,94536700
2021-02-09,789.710327,794.555176,755.796387,770.330933,770.330933,59659965
2021-02-10,770.330933,794.555176,755.796387,784.865479,784.865479,31016036
2021-02-11,784.865479,794.555176,775.175781,780.020630,780.020630,11843404
2021-02-15,789.710327,833.313965,775.175781,833.313965,833.313965,91078698
2021-02-16,838.158813,838.158813,809.089722,828.469116,828.469116,52615473
2021-02-17,828.469116,857.538208,804.244873,818.779419,818.779419,91464881
2021-02-18,823.624268,852.693359,813.934570,843.003662,843.003662,74560741
2021-02-19,852.693359,901.141846,838.158813,891.452148,891.452148,237821571
2021-02-22,872.072754,930.210938,862.383057,905.986694,905.986694,103537601
2021-02-23,915.676392,915.676392,843.003662,843.003662,843.003662,89944297
2021-02-24,823.624268,847.848511,784.865479,818.779419,818.779419,156596741
2021-02-25,833.313965,847.848511,823.624268,828.469116,828.469116,48670355
2021-02-26,789.710327,838.158813,775.175781,799.400024,799.400024,76808179
2021-03-01,809.089722,891.452148,799.400024,867.227905,867.227905,215393832
2021-03-02,886.607300,905.986694,867.227905,881.762451,881.762451,103043777
2021-03-03,886.607300,896.296997,833.313965,852.693359,852.693359,49152929
2021-03-04,843.003662,867.227905,828.469116,867.227905,867.227905,43624583
2021-03-05,862.383057,862.383057,833.313965,843.003662,843.003662,23875565
2021-03-08,852.693359,872.072754,843.003662,847.848511,847.848511,29627861
2021-03-09,847.848511,881.762451,838.158813,857.538208,857.538208,59594741
2021-03-10,857.538208,978.659424,857.538208,964.124878,964.124878,184019477
2021-03-12,973.814575,1036.797607,968.969727,1007.728516,1007.728516,85777706
2021-03-15,1017.418213,1027.107910,988.349121,1012.573364,1012.573364,43104546
2021-03-16,1022.263062,1022.263062,993.193970,1007.728516,1007.728516,18285194
2021-03-17,1007.728516,1012.573364,949.590332,998.038818,998.038818,28396449
2021-03-18,998.038818,1007.728516,993.193970,998.038818,998.038818,14375784
2021-03-19,998.038818,998.038818,964.124878,978.659424,978.659424,20568547
2021-03-22,978.659424,993.193970,949.590332,968.969727,968.969727,16647269
2021-03-23,968.969727,978.659424,935.055786,944.745483,944.745483,22814025
2021-03-24,935.055786,939.900635,920.521240,930.210938,930.210938,18129978
2021-03-25,930.210938,935.055786,886.607300,930.210938,930.210938,33914579
2021-03-26,939.900635,988.349121,930.210938,973.814575,973.814575,60557001
2021-03-29,983.504272,993.193970,954.435181,959.280029,959.280029,28960451
2021-03-30,959.280029,964.124878,901.141846,920.521240,920.521240,22113797
2021-03-31,905.986694,915.676392,867.227905,910.831543,910.831543,62263143
2021-04-01,910.831543,920.521240,891.452148,896.296997,896.296997,49271302
2021-04-05,896.296997,905.986694,862.383057,876.917603,876.917603,24455975
2021-04-06,862.383057,949.590332,862.383057,939.900635,939.900635,46314966
2021-04-07,944.745483,964.124878,915.676392,944.745483,944.745483,25805553
2021-04-08,944.745483,954.435181,935.055786,949.590332,949.590332,9523827
2021-04-09,959.280029,959.280029,925.366089,930.210938,930.210938,28422353
2021-04-12,930.210938,930.210938,891.452148,910.831543,910.831543,13700841
2021-04-13,910.831543,910.831543,886.607300,901.141846,901.141846,6801554
2021-04-14,905.986694,925.366089,896.296997,910.831543,910.831543,34215620
2021-04-15,910.831543,915.676392,901.141846,910.831543,910.831543,9228255
2021-04-16,910.831543,920.521240,905.986694,910.831543,910.831543,6495146
2021-04-19,915.676392,925.366089,905.986694,910.831543,910.831543,21701916
2021-04-20,915.676392,973.814575,910.831543,959.280029,959.280029,82009787
2021-04-21,959.280029,973.814575,939.900635,949.590332,949.590332,19255297
2021-04-22,959.280029,959.280029,930.210938,944.745483,944.745483,14362058
2021-04-23,944.745483,959.280029,939.900635,954.435181,954.435181,9188728
2021-04-26,964.124878,988.349121,944.745483,964.124878,964.124878,45813506
2021-04-27,964.124878,993.193970,959.280029,983.504272,983.504272,58865720
2021-04-28,983.504272,988.349121,964.124878,978.659424,978.659424,13399902
2021-04-29,939.900635,968.969727,935.055786,954.435181,954.435181,19810216
2021-04-30,959.280029,964.124878,939.900635,939.900635,939.900635,9490492
2021-05-03,939.900635,949.590332,905.986694,949.590332,949.590332,38819479
2021-05-04,939.900635,944.745483,925.366089,925.366089,925.366089,9705566
2021-05-05,925.366089,939.900635,905.986694,915.676392,915.676392,14770327
2021-05-06,920.521240,925.366089,901.141846,901.141846,901.141846,11137706
2021-05-07,901.141846,930.210938,896.296997,896.296997,896.296997,18316568
2021-05-10,896.296997,939.900635,896.296997,930.210938,930.210938,24757120
2021-05-11,930.210938,930.210938,896.296997,901.141846,901.141846,18861167
2021-05-17,901.141846,905.986694,876.917603,886.607300,886.607300,10327773
2021-05-18,891.452148,915.676392,886.607300,915.676392,915.676392,8660332
2021-05-19,905.986694,915.676392,886.607300,891.452148,891.452148,4944633
2021-05-20,881.762451,896.296997,867.227905,876.917603,876.917603,25957983
2021-05-21,881.762451,886.607300,862.383057,872.072754,872.072754,17713866
2021-05-24,872.072754,876.917603,862.383057,867.227905,867.227905,5324624
2021-05-25,872.072754,901.141846,867.227905,881.762451,881.762451,21938559
2021-05-27,886.607300,910.831543,876.917603,876.917603,876.917603,26111445
2021-05-28,881.762451,886.607300,867.227905,876.917603,876.917603,9386567
2021-05-31,886.607300,935.055786,881.762451,910.831543,910.831543,32968832
2021-06-02,910.831543,944.745483,910.831543,930.210938,930.210938,33270699
2021-06-03,930.210938,939.900635,901.141846,925.366089,925.366089,31821118
2021-06-04,935.000000,945.000000,905.000000,910.000000,910.000000,33406100
2021-06-07,915.000000,920.000000,905.000000,905.000000,905.000000,5956500
2021-06-08,905.000000,915.000000,880.000000,880.000000,880.000000,45265800
2021-06-09,875.000000,890.000000,865.000000,870.000000,870.000000,33064500
2021-06-10,865.000000,875.000000,845.000000,855.000000,855.000000,33482900
2021-06-11,855.000000,865.000000,840.000000,855.000000,855.000000,48253600
2021-06-14,855.000000,875.000000,840.000000,845.000000,845.000000,46417000
2021-06-15,850.000000,865.000000,845.000000,850.000000,850.000000,37897200
2021-06-16,850.000000,875.000000,845.000000,870.000000,870.000000,33084400
2021-06-17,870.000000,875.000000,850.000000,860.000000,860.000000,35728500
2021-06-18,860.000000,865.000000,800.000000,840.000000,840.000000,63866400
2021-06-21,810.000000,835.000000,790.000000,820.000000,820.000000,39949500
2021-06-22,840.000000,860.000000,825.000000,850.000000,850.000000,38348000
2021-06-23,850.000000,855.000000,835.000000,835.000000,835.000000,15269500
2021-06-24,835.000000,850.000000,830.000000,845.000000,845.000000,13262600
2021-06-25,845.000000,850.000000,820.000000,825.000000,825.000000,9388500
2021-06-28,825.000000,830.000000,785.000000,790.000000,790.000000,19775900
2021-06-29,780.000000,810.000000,765.000000,795.000000,795.000000,24027600
2021-06-30,800.000000,860.000000,795.000000,850.000000,850.000000,32997900
2021-07-01,860.000000,860.000000,820.000000,835.000000,835.000000,15604900
2021-07-02,835.000000,850.000000,825.000000,830.000000,830.000000,14983100
2021-07-05,840.000000,840.000000,820.000000,825.000000,825.000000,15684600
2021-07-06,825.000000,855.000000,810.000000,845.000000,845.000000,23530900
2021-07-07,850.000000,860.000000,840.000000,840.000000,840.000000,25122000
2021-07-08,840.000000,860.000000,810.000000,820.000000,820.000000,33143900
2021-07-09,815.000000,840.000000,810.000000,825.000000,825.000000,25410600
2021-07-12,845.000000,845.000000,825.000000,825.000000,825.000000,17630200
2021-07-13,825.000000,835.000000,785.000000,800.000000,800.000000,30048700
2021-07-14,790.000000,805.000000,765.000000,770.000000,770.000000,27507900
2021-07-15,775.000000,785.000000,760.000000,770.000000,770.000000,27556900
2021-07-16,780.000000,805.000000,770.000000,790.000000,790.000000,33975900
2021-07-19,790.000000,790.000000,750.000000,755.000000,755.000000,14925500
2021-07-21,765.000000,815.000000,755.000000,785.000000,785.000000,48178600
2021-07-22,795.000000,840.000000,795.000000,820.000000,820.000000,68315300
2021-07-23,820.000000,825.000000,785.000000,795.000000,795.000000,23296000
2021-07-26,800.000000,805.000000,755.000000,760.000000,760.000000,61106800
2021-07-27,770.000000,775.000000,745.000000,750.000000,750.000000,73781300
2021-07-28,750.000000,755.000000,735.000000,740.000000,740.000000,19464800
2021-07-29,760.000000,760.000000,740.000000,755.000000,755.000000,19518700
2021-07-30,755.000000,760.000000,745.000000,750.000000,750.000000,16675900
2021-08-02,750.000000,780.000000,740.000000,770.000000,770.000000,48355000
2021-08-03,775.000000,790.000000,760.000000,775.000000,775.000000,32677800
2021-08-04,780.000000,785.000000,760.000000,765.000000,765.000000,25069400
2021-08-05,765.000000,775.000000,750.000000,770.000000,770.000000,17527500
2021-08-06,770.000000,775.000000,745.000000,755.000000,755.000000,42247300
2021-08-09,755.000000,780.000000,740.000000,745.000000,745.000000,58386600
2021-08-10,745.000000,755.000000,735.000000,745.000000,745.000000,15727400
2021-08-12,745.000000,755.000000,735.000000,755.000000,755.000000,21906500
2021-08-13,760.000000,765.000000,745.000000,750.000000,750.000000,35662200
2021-08-16,750.000000,755.000000,730.000000,740.000000,740.000000,48833900
2021-08-18,740.000000,810.000000,735.000000,800.000000,800.000000,101439100
2021-08-19,800.000000,805.000000,745.000000,760.000000,760.000000,59283800
2021-08-20,755.000000,765.000000,745.000000,760.000000,760.000000,15400400
2021-08-23,765.000000,820.000000,765.000000,815.000000,815.000000,56022400
2021-08-24,820.000000,825.000000,790.000000,795.000000,795.000000,18936900
2021-08-25,800.000000,815.000000,790.000000,795.000000,795.000000,17652100
2021-08-26,805.000000,810.000000,770.000000,775.000000,775.000000,10799500
2021-08-27,790.000000,795.000000,760.000000,765.000000,765.000000,13173900
2021-08-30,780.000000,815.000000,775.000000,805.000000,805.000000,34367700
2021-08-31,805.000000,815.000000,795.000000,795.000000,795.000000,17108100
2021-09-01,800.000000,810.000000,795.000000,805.000000,805.000000,6754900
2021-09-02,810.000000,830.000000,795.000000,830.000000,830.000000,27890900
2021-09-03,835.000000,855.000000,775.000000,845.000000,845.000000,174009800
2021-09-06,855.000000,885.000000,830.000000,875.000000,875.000000,71927600
2021-09-07,875.000000,900.000000,860.000000,890.000000,890.000000,51818200
2021-09-08,885.000000,900.000000,860.000000,865.000000,865.000000,37308000
2021-09-09,870.000000,885.000000,860.000000,885.000000,885.000000,35545100
2021-09-10,875.000000,885.000000,865.000000,880.000000,880.000000,24747600
2021-09-13,885.000000,885.000000,845.000000,865.000000,865.000000,25358100
2021-09-14,870.000000,880.000000,850.000000,865.000000,865.000000,35618500
2021-09-15,865.000000,890.000000,860.000000,870.000000,870.000000,39467200
2021-09-16,870.000000,880.000000,850.000000,855.000000,855.000000,29127900
2021-09-17,855.000000,860.000000,840.000000,845.000000,845.000000,32037400
2021-09-20,845.000000,850.000000,820.000000,820.000000,820.000000,22050900
2021-09-21,805.000000,830.000000,800.000000,820.000000,820.000000,42168800
2021-09-22,820.000000,860.000000,815.000000,850.000000,850.000000,52464900
2021-09-23,830.000000,835.000000,805.000000,815.000000,815.000000,105176300
2021-09-24,815.000000,825.000000,810.000000,815.000000,815.000000,26199800
2021-09-27,820.000000,830.000000,810.000000,815.000000,815.000000,34231900
2021-09-28,815.000000,820.000000,805.000000,810.000000,810.000000,24529600
2021-09-29,810.000000,835.000000,800.000000,825.000000,825.000000,55376100
2021-09-30,830.000000,855.000000,825.000000,845.000000,845.000000,64395800
2021-10-01,835.000000,865.000000,820.000000,825.000000,825.000000,94724600
2021-10-04,830.000000,920.000000,830.000000,920.000000,920.000000,144579500
2021-10-05,935.000000,935.000000,895.000000,905.000000,905.000000,85003400
2021-10-06,910.000000,925.000000,905.000000,915.000000,915.000000,63640700
2021-10-07,925.000000,930.000000,890.000000,910.000000,910.000000,52056000
2021-10-08,905.000000,930.000000,900.000000,920.000000,920.000000,46703400
2021-10-11,935.000000,940.000000,905.000000,915.000000,915.000000,36479000
2021-10-12,915.000000,970.000000,905.000000,935.000000,935.000000,142157400
2021-10-13,940.000000,955.000000,925.000000,945.000000,945.000000,54188600
2021-10-14,940.000000,965.000000,935.000000,955.000000,955.000000,79214200
2021-10-15,960.000000,970.000000,945.000000,950.000000,950.000000,43661400
2021-10-18,955.000000,960.000000,935.000000,945.000000,945.000000,34780900
2021-10-19,945.000000,955.000000,925.000000,930.000000,930.000000,40217500
2021-10-21,930.000000,955.000000,925.000000,930.000000,930.000000,40961100
2021-10-22,930.000000,960.000000,910.000000,940.000000,940.000000,53147000
2021-10-25,940.000000,950.000000,915.000000,920.000000,920.000000,23514800
2021-10-26,925.000000,930.000000,905.000000,915.000000,915.000000,11511600
2021-10-27,915.000000,935.000000,905.000000,905.000000,905.000000,17042400
2021-10-28,915.000000,925.000000,900.000000,910.000000,910.000000,22410500
2021-10-29,910.000000,925.000000,910.000000,915.000000,915.000000,17108400
2021-11-01,915.000000,945.000000,915.000000,930.000000,930.000000,35474000
2021-11-02,930.000000,945.000000,920.000000,925.000000,925.000000,35242100
2021-11-03,930.000000,985.000000,920.000000,975.000000,975.000000,120120100
2021-11-04,975.000000,1005.000000,940.000000,950.000000,950.000000,78195700
2021-11-05,960.000000,960.000000,925.000000,930.000000,930.000000,27740000
2021-11-08,935.000000,945.000000,925.000000,935.000000,935.000000,23687000
2021-11-09,940.000000,980.000000,935.000000,965.000000,965.000000,32173700
2021-11-10,965.000000,975.000000,950.000000,955.000000,955.000000,37629500
2021-11-11,955.000000,975.000000,955.000000,960.000000,960.000000,19460300
2021-11-12,960.000000,1000.000000,955.000000,960.000000,960.000000,86540100
2021-11-15,960.000000,970.000000,945.000000,950.000000,950.000000,15432200
2021-11-16,950.000000,975.000000,945.000000,970.000000,970.000000,11188200
2021-11-17,975.000000,990.000000,960.000000,960.000000,960.000000,19486700
2021-11-18,960.000000,970.000000,955.000000,955.000000,955.000000,6013500
2021-11-19,955.000000,980.000000,955.000000,975.000000,975.000000,15440800
2021-11-22,985.000000,985.000000,945.000000,955.000000,955.000000,21727900
2021-11-23,955.000000,960.000000,930.000000,935.000000,935.000000,18761600
2021-11-24,935.000000,950.000000,930.000000,940.000000,940.000000,23369300
2021-11-25,945.000000,945.000000,910.000000,915.000000,915.000000,24999700
2021-11-26,915.000000,925.000000,855.000000,855.000000,855.000000,72156000
2021-11-29,850.000000,890.000000,835.000000,880.000000,880.000000,61702700
2021-11-30,880.000000,890.000000,840.000000,870.000000,870.000000,34018100
2021-12-01,865.000000,880.000000,820.000000,835.000000,835.000000,60384800
2021-12-02,835.000000,840.000000,810.000000,820.000000,820.000000,43518200
2021-12-03,830.000000,870.000000,825.000000,855.000000,855.000000,37472500
2021-12-06,860.000000,875.000000,830.000000,830.000000,830.000000,42082500
2021-12-07,845.000000,880.000000,840.000000,880.000000,880.000000,33156100
2021-12-08,885.000000,890.000000,865.000000,875.000000,875.000000,26290900
2021-12-09,885.000000,895.000000,865.000000,880.000000,880.000000,13171100
2021-12-10,880.000000,910.000000,870.000000,895.000000,895.000000,33565500
2021-12-13,905.000000,920.000000,895.000000,905.000000,905.000000,27512300
2021-12-14,910.000000,915.000000,885.000000,895.000000,895.000000,8441000
2021-12-15,890.000000,895.000000,880.000000,880.000000,880.000000,5905200
2021-12-16,880.000000,900.000000,855.000000,855.000000,855.000000,34925600
2021-12-17,855.000000,875.000000,850.000000,855.000000,855.000000,9854700
2021-12-20,855.000000,860.000000,840.000000,850.000000,850.000000,10524900
2021-12-21,850.000000,865.000000,845.000000,865.000000,865.000000,10358800
2021-12-22,870.000000,870.000000,845.000000,850.000000,850.000000,11511900
2021-12-23,850.000000,855.000000,835.000000,850.000000,850.000000,10986300
2021-12-24,850.000000,850.000000,835.000000,850.000000,850.000000,9917400
2021-12-27,855.000000,875.000000,845.000000,855.000000,855.000000,11029900
