Date,Open,High,Low,Close,Adj Close,Volume
2020-12-28,1050.000000,1050.000000,1010.000000,1035.000000,1024.770386,30955600
2020-12-29,1040.000000,1045.000000,1000.000000,1015.000000,1004.968018,17013600
2020-12-30,1015.000000,1015.000000,980.000000,985.000000,975.264526,37068300
2021-01-04,980.000000,1040.000000,945.000000,1035.000000,1024.770386,44443100
2021-01-05,1035.000000,1060.000000,1015.000000,1045.000000,1034.671509,41964800
2021-01-06,1060.000000,1060.000000,990.000000,1015.000000,1004.968018,32250300
2021-01-07,1030.000000,1030.000000,1010.000000,1025.000000,1014.869202,16331600
2021-01-08,1030.000000,1040.000000,1010.000000,1015.000000,1004.968018,16248600
2021-01-11,1015.000000,1035.000000,1005.000000,1025.000000,1014.869202,39708200
2021-01-12,1040.000000,1115.000000,1030.000000,1080.000000,1069.325562,97625300
2021-01-13,1105.000000,1110.000000,1045.000000,1080.000000,1069.325562,42648800
2021-01-14,1080.000000,1085.000000,1060.000000,1070.000000,1059.424438,11427500
2021-01-15,1050.000000,1090.000000,1050.000000,1075.000000,1064.375000,36281000
2021-01-18,1075.000000,1115.000000,1060.000000,1105.000000,1094.078491,54232500
2021-01-19,1115.000000,1130.000000,1030.000000,1030.000000,1019.819763,68653500
2021-01-20,1035.000000,1100.000000,990.000000,1085.000000,1074.276123,41568600
2021-01-21,1095.000000,1110.000000,1050.000000,1060.000000,1049.523315,25581000
2021-01-22,1060.000000,1060.000000,1010.000000,1020.000000,1009.918640,39399500
2021-01-25,1020.000000,1020.000000,955.000000,985.000000,975.264526,36326200
2021-01-26,985.000000,1000.000000,935.000000,945.000000,935.659912,53810000
2021-01-27,945.000000,960.000000,890.000000,940.000000,930.709351,40945400
2021-01-28,920.000000,950.000000,890.000000,920.000000,910.906982,33717100
2021-01-29,920.000000,955.000000,885.000000,900.000000,891.104675,41960700
2021-02-01,900.000000,1030.000000,890.000000,1000.000000,990.116272,45893000
2021-02-02,1000.000000,1010.000000,950.000000,955.000000,945.561035,22217700
2021-02-03,960.000000,975.000000,950.000000,950.000000,940.610474,23490800
2021-02-04,945.000000,965.000000,925.000000,960.000000,950.511658,26655600
2021-02-05,970.000000,1035.000000,945.000000,1030.000000,1019.819763,46126000
2021-02-08,1040.000000,1080.000000,1030.000000,1070.000000,1059.424438,41499300
2021-02-09,1075.000000,1075.000000,1015.000000,1025.000000,1014.869202,20942200
2021-02-10,1025.000000,1035.000000,1010.000000,1035.000000,1024.770386,20084700
