"Date","Close","Open","High","Low","Change %"
"2021-Nov-03","23.495","23.539","23.650","23.015","-0.10%"
"2021-Nov-02","23.519","24.041","24.085","23.375","-2.07%"
"2021-Nov-01","24.017","23.915","24.115","23.740","0.70%"
"2021-Oct-29","23.850","24.080","24.092","23.650","-1.04%"
"2021-Oct-28","24.100","24.062","24.255","23.955","0.24%"
"2021-Oct-27","24.043","24.160","24.295","23.830","-0.38%"
"2021-Oct-26","24.134","24.565","24.586","23.870","-1.71%"
"2021-Oct-25","24.555","24.345","24.635","24.290","1.01%"
"2021-Oct-22","24.310","24.160","24.855","24.115","0.73%"
"2021-Oct-21","24.135","24.292","24.490","23.995","-0.55%"
"2021-Oct-20","24.268","23.666","24.445","23.565","2.61%"
"2021-Oct-19","23.650","23.190","24.160","23.175","2.09%"
"2021-Oct-18","23.165","23.328","23.485","23.005","-0.51%"
"2021-Oct-15","23.284","23.515","23.605","23.065","-1.09%"
"2021-Oct-14","23.540","23.090","23.625","22.895","2.06%"
"2021-Oct-13","23.065","22.558","23.265","22.470","2.36%"
"2021-Oct-12","22.534","22.576","22.785","22.344","-0.10%"
"2021-Oct-11","22.556","22.681","22.865","22.493","-0.46%"
"2021-Oct-08","22.660","22.605","23.225","22.425","0.36%"
"2021-Oct-07","22.580","22.618","22.840","22.375","-0.06%"
"2021-Oct-06","22.594","22.632","22.735","22.205","-0.29%"
"2021-Oct-05","22.660","22.684","22.707","22.370","0.00%"
"2021-Oct-04","22.659","22.570","22.770","22.275","0.62%"
"2021-Oct-01","22.520","22.167","22.605","21.980","1.44%"
"2021-Sep-30","22.200","21.538","22.265","21.464","3.02%"
"2021-Sep-29","21.550","22.456","22.605","21.411","-3.94%"
"2021-Sep-28","22.433","22.610","22.705","22.095","-0.96%"
"2021-Sep-27","22.650","22.416","22.875","22.395","1.05%"
"2021-Sep-24","22.415","22.511","22.825","22.100","-0.32%"
"2021-Sep-23","22.487","22.694","22.905","22.465","-0.80%"
"2021-Sep-22","22.670","22.497","23.165","22.460","0.88%"
"2021-Sep-21","22.472","22.269","22.745","22.230","1.02%"
"2021-Sep-20","22.245","22.355","22.545","22.034","-0.66%"
"2021-Sep-17","22.392","22.931","23.165","22.330","-2.34%"
"2021-Sep-16","22.930","23.844","24.005","22.595","-3.96%"
"2021-Sep-15","23.875","23.853","23.965","23.655","0.17%"
"2021-Sep-14","23.833","23.730","24.005","23.445","0.50%"
"2021-Sep-13","23.715","23.755","23.885","23.380","-0.01%"
"2021-Sep-10","23.718","24.035","24.335","23.720","-1.46%"
"2021-Sep-09","24.070","23.948","24.305","23.835","0.46%"
"2021-Sep-08","23.960","24.323","24.445","23.905","-1.39%"
"2021-Sep-07","24.298","24.700","24.845","24.155","-1.51%"
"2021-Sep-06","24.670","24.763","24.845","24.629","-0.08%"
"2021-Sep-03","24.690","23.906","24.925","23.875","3.39%"
"2021-Sep-02","23.881","24.150","24.245","23.785","-1.20%"
"2021-Sep-01","24.170","23.906","24.305","23.749","1.19%"
"2021-Aug-31","23.885","24.020","24.220","23.803","-0.73%"
"2021-Aug-30","24.060","24.015","24.255","23.905","0.27%"
"2021-Aug-27","23.995","23.566","24.145","23.335","1.93%"
"2021-Aug-26","23.540","23.848","23.905","23.425","-1.34%"
"2021-Aug-25","23.860","23.860","23.935","23.580","0.10%"
"2021-Aug-24","23.836","23.633","23.965","23.535","0.74%"
"2021-Aug-23","23.660","23.026","23.705","22.965","2.82%"
"2021-Aug-20","23.010","23.254","23.385","22.870","-1.10%"
"2021-Aug-19","23.265","23.506","23.540","23.094","-0.92%"
"2021-Aug-18","23.480","23.660","23.855","23.290","-0.65%"
"2021-Aug-17","23.635","23.843","23.975","23.565","-1.15%"
"2021-Aug-16","23.910","23.760","23.935","23.425","0.72%"
"2021-Aug-13","23.740","23.174","23.875","23.160","2.31%"
"2021-Aug-12","23.205","23.545","23.560","23.010","-1.36%"
"2021-Aug-11","23.524","23.340","23.635","23.205","0.88%"
"2021-Aug-10","23.320","23.452","23.695","23.230","-0.47%"
"2021-Aug-09","23.431","24.320","24.380","22.525","-3.70%"
"2021-Aug-06","24.333","25.156","25.255","24.190","-3.38%"
"2021-Aug-05","25.185","25.382","25.555","25.075","-0.67%"
"2021-Aug-04","25.355","25.524","26.035","25.320","-0.76%"
"2021-Aug-03","25.550","25.416","25.625","25.240","0.47%"
"2021-Aug-02","25.430","25.540","25.640","25.297","-0.12%"
"2021-Jul-30","25.460","25.527","25.695","25.335","-0.27%"
"2021-Jul-29","25.530","24.952","25.825","24.951","2.26%"
"2021-Jul-28","24.965","24.695","25.022","24.605","1.15%"
"2021-Jul-27","24.680","25.189","25.315","24.485","-1.93%"
"2021-Jul-26","25.165","25.190","25.460","25.120","0.02%"
"2021-Jul-23","25.160","25.431","25.505","25.000","-1.16%"
"2021-Jul-22","25.455","25.253","25.485","25.005","0.90%"
"2021-Jul-21","25.228","24.933","25.335","24.755","1.28%"
"2021-Jul-20","24.908","25.172","25.335","24.810","-1.18%"
"2021-Jul-19","25.205","25.679","25.795","24.990","-1.77%"
"2021-Jul-16","25.660","26.345","26.465","25.595","-2.52%"
"2021-Jul-15","26.324","26.247","26.415","26.155","0.34%"
"2021-Jul-14","26.235","25.986","26.495","25.935","0.90%"
"2021-Jul-13","26.000","26.200","26.375","25.935","-0.88%"
"2021-Jul-12","26.230","26.098","26.295","25.865","0.58%"
"2021-Jul-09","26.080","25.931","26.225","25.755","0.67%"
"2021-Jul-08","25.906","26.146","26.235","25.805","-0.83%"
"2021-Jul-07","26.121","26.160","26.475","25.980","-0.05%"
"2021-Jul-06","26.134","26.448","26.780","26.005","-1.21%"
"2021-Jul-05","26.455","26.497","26.635","26.375","-0.02%"
"2021-Jul-02","26.460","26.036","26.585","25.975","1.73%"
"2021-Jul-01","26.010","26.123","26.415","25.935","-0.37%"
"2021-Jun-30","26.108","25.771","26.160","25.695","1.41%"
"2021-Jun-29","25.745","26.126","26.155","25.530","-1.34%"
"2021-Jun-28","26.094","26.120","26.245","25.799","0.07%"
"2021-Jun-25","26.074","25.954","26.315","25.910","0.55%"
"2021-Jun-24","25.933","25.887","26.195","25.809","0.27%"
"2021-Jun-23","25.861","25.774","26.305","25.745","0.44%"
"2021-Jun-22","25.748","25.959","26.055","25.690","-0.73%"
"2021-Jun-21","25.938","25.810","26.095","25.550","0.58%"
"2021-Jun-18","25.790","25.885","26.525","25.745","-0.50%"
"2021-Jun-17","25.920","26.988","27.261","25.765","-3.87%"
"2021-Jun-16","26.963","27.662","27.875","26.705","-2.44%"
"2021-Jun-15","27.637","27.854","27.925","27.388","-0.71%"
"2021-Jun-14","27.834","27.937","28.035","27.470","-0.20%"
"2021-Jun-11","27.890","27.990","28.315","27.885","-0.30%"
"2021-Jun-10","27.975","27.771","28.036","27.465","0.67%"
"2021-Jun-09","27.790","27.627","28.015","27.520","0.56%"
"2021-Jun-08","27.635","27.880","28.015","27.500","-0.86%"
"2021-Jun-07","27.875","27.850","27.975","27.475","0.34%"
"2021-Jun-04","27.780","27.440","27.885","27.225","1.20%"
"2021-Jun-03","27.450","28.160","28.255","27.030","-2.66%"
"2021-Jun-02","28.200","27.885","28.225","27.685","1.08%"
"2021-Jun-01","27.900","28.062","28.560","27.820","-0.54%"
"2021-May-31","28.051","27.930","28.175","27.875","0.61%"
"2021-May-28","27.880","27.875","28.005","27.394","0.07%"
"2021-May-27","27.860","27.680","27.915","27.495","0.61%"
"2021-May-26","27.690","27.995","28.255","27.605","-1.04%"
"2021-May-25","27.980","27.774","28.055","27.464","0.65%"
"2021-May-24","27.800","27.570","27.925","27.460","1.02%"
"2021-May-21","27.520","27.764","28.095","27.200","-0.79%"
"2021-May-20","27.740","27.735","28.015","27.395","-0.04%"
"2021-May-19","27.750","28.195","28.265","27.365","-1.61%"
"2021-May-18","28.205","28.190","28.765","28.000","0.12%"
"2021-May-17","28.170","27.480","28.325","27.346","2.75%"
"2021-May-14","27.415","27.095","27.515","26.820","1.31%"
"2021-May-13","27.060","27.020","27.265","26.715","0.11%"
"2021-May-12","27.030","27.635","27.705","26.945","-2.17%"
"2021-May-11","27.630","27.334","27.671","27.100","1.17%"
"2021-May-10","27.310","27.545","27.895","27.230","-0.44%"
"2021-May-07","27.430","27.300","27.680","27.140","0.49%"
"2021-May-06","27.295","26.515","27.475","26.174","3.00%"
"2021-May-05","26.500","26.515","26.645","26.100","-0.11%"
"2021-May-04","26.530","26.920","27.125","26.095","-1.27%"
"2021-May-03","26.870","25.925","27.005","25.800","3.75%"
"2021-Apr-30","25.900","26.110","26.205","25.795","-0.70%"
"2021-Apr-29","26.084","26.240","26.495","25.710","-0.33%"
"2021-Apr-28","26.170","26.302","26.335","25.825","-0.27%"
"2021-Apr-27","26.240","26.216","26.475","26.045","0.11%"
"2021-Apr-26","26.210","25.990","26.235","25.850","0.85%"
"2021-Apr-23","25.990","26.170","26.410","25.840","-0.69%"
"2021-Apr-22","26.170","26.575","26.625","25.975","-1.52%"
"2021-Apr-21","26.575","25.833","26.695","25.760","2.73%"
"2021-Apr-20","25.870","25.820","26.100","25.685","0.23%"
"2021-Apr-19","25.810","25.985","26.255","25.630","-0.56%"
"2021-Apr-16","25.955","25.850","26.315","25.750","0.37%"
"2021-Apr-15","25.860","25.425","26.015","25.320","1.77%"
"2021-Apr-14","25.410","25.355","25.555","25.195","0.32%"
"2021-Apr-13","25.330","24.800","25.490","24.680","1.95%"
"2021-Apr-12","24.845","25.250","25.295","24.700","-1.56%"
"2021-Apr-09","25.240","25.460","25.515","24.980","-0.75%"
"2021-Apr-08","25.430","25.157","25.625","24.960","1.23%"
"2021-Apr-07","25.120","25.145","25.285","24.848","-0.20%"
"2021-Apr-06","25.170","24.875","25.315","24.765","1.08%"
"2021-Apr-05","24.900","25.000","25.105","24.613","-0.28%"
"2021-Apr-02","24.970","24.980","25.041","24.952","0.00%"
"2021-Apr-01","24.970","24.434","24.995","24.240","2.38%"
"2021-Mar-31","24.390","24.030","24.565","23.780","1.56%"
"2021-Mar-30","24.015","24.665","24.785","23.845","-2.66%"
"2021-Mar-29","24.670","25.078","25.106","24.445","-1.50%"
"2021-Mar-26","25.045","25.075","25.275","24.865","0.10%"
"2021-Mar-25","25.020","25.090","25.195","24.410","-0.24%"
"2021-Mar-24","25.080","25.070","25.375","24.975","0.00%"
"2021-Mar-23","25.080","25.760","25.835","25.005","-2.70%"
"2021-Mar-22","25.775","26.232","26.239","25.405","-1.79%"
"2021-Mar-19","26.245","26.070","26.355","25.874","0.75%"
"2021-Mar-18","26.050","26.310","26.655","25.825","-1.08%"
"2021-Mar-17","26.335","25.950","26.525","25.760","1.44%"
"2021-Mar-16","25.960","26.250","26.335","25.825","-1.14%"
"2021-Mar-15","26.260","25.975","26.415","25.797","1.34%"
"2021-Mar-12","25.913","26.090","26.180","25.380","-0.63%"
"2021-Mar-11","26.077","26.205","26.475","25.840","-0.33%"
"2021-Mar-10","26.164","25.920","26.225","25.540","1.02%"
"2021-Mar-09","25.900","25.110","26.140","25.035","3.23%"
"2021-Mar-08","25.090","25.350","25.927","24.950","-0.40%"
"2021-Mar-05","25.190","25.320","25.465","24.830","-0.46%"
"2021-Mar-04","25.308","26.125","26.345","25.060","-2.96%"
"2021-Mar-03","26.080","26.780","26.875","25.835","-2.50%"
"2021-Mar-02","26.750","26.520","26.925","25.845","0.89%"
"2021-Mar-01","26.513","26.650","27.105","26.425","-0.40%"
"2021-Feb-26","26.620","27.420","27.605","26.140","-2.85%"
"2021-Feb-25","27.400","28.015","28.215","27.278","-2.07%"
"2021-Feb-24","27.980","27.640","28.005","27.315","1.30%"
"2021-Feb-23","27.620","28.175","28.336","27.240","-1.91%"
"2021-Feb-22","28.157","27.385","28.286","27.280","3.47%"
"2021-Feb-19","27.212","27.025","27.620","26.230","0.73%"
"2021-Feb-18","27.016","27.390","27.525","26.860","-1.21%"
"2021-Feb-17","27.347","27.260","27.435","26.850","0.47%"
"2021-Feb-16","27.220","27.605","27.960","26.836","-1.34%"
"2021-Feb-15","27.590","27.395","27.715","27.355","0.88%"
"2021-Feb-12","27.350","26.980","27.440","26.848","1.49%"
"2021-Feb-11","26.947","27.005","27.292","26.695","-0.17%"
"2021-Feb-10","26.993","27.245","27.535","26.833","-0.76%"
"2021-Feb-09","27.200","27.260","27.825","27.065","-0.19%"
"2021-Feb-08","27.252","26.980","27.585","26.840","1.58%"
"2021-Feb-05","26.828","26.300","27.055","26.195","2.04%"
"2021-Feb-04","26.292","26.870","26.950","25.895","-2.13%"
"2021-Feb-03","26.864","26.615","27.205","26.475","0.95%"
"2021-Feb-02","26.612","29.000","29.090","26.280","-8.14%"
"2021-Feb-01","28.970","28.295","30.075","27.960","7.29%"
"2021-Jan-29","27.001","26.385","27.660","26.039","2.39%"
"2021-Jan-28","26.370","25.267","26.970","24.860","4.48%"
"2021-Jan-27","25.240","25.470","25.501","24.697","-0.80%"
"2021-Jan-26","25.442","25.340","25.660","25.189","0.56%"
"2021-Jan-25","25.300","25.425","25.785","25.160","-0.39%"
"2021-Jan-22","25.400","25.965","26.010","25.020","-2.10%"
"2021-Jan-21","25.945","25.835","26.065","25.640","0.54%"
"2021-Jan-20","25.807","25.200","25.885","25.040","2.45%"
"2021-Jan-19","25.190","25.345","25.425","24.925","-0.55%"
"2021-Jan-18","25.330","24.784","25.353","24.200","2.40%"
"2021-Jan-15","24.735","25.545","25.795","24.585","-3.11%"
"2021-Jan-14","25.530","25.155","25.905","25.055","1.55%"
"2021-Jan-13","25.140","25.605","25.690","25.125","-1.70%"
"2021-Jan-12","25.575","24.960","25.650","24.895","2.62%"
"2021-Jan-11","24.921","25.355","25.513","24.330","-1.77%"
"2021-Jan-08","25.370","27.125","27.220","24.481","-6.40%"
"2021-Jan-07","27.104","27.305","27.375","26.920","-0.72%"
"2021-Jan-06","27.300","27.580","27.930","26.609","-0.98%"
"2021-Jan-05","27.570","27.245","27.695","26.992","1.32%"
"2021-Jan-04","27.211","26.650","27.570","26.615","3.23%"
"2021-Jan-01","26.360","26.400","26.455","26.365","0.01%"
"2020-Dec-31","26.358","26.640","26.715","26.210","-0.95%"
"2020-Dec-30","26.610","26.210","26.646","26.135","1.65%"
"2020-Dec-29","26.179","26.205","26.620","25.950","0.07%"
"2020-Dec-28","26.160","26.090","26.775","25.944","1.20%"
"2020-Dec-25","25.850","25.825","25.875","25.825","0.04%"
"2020-Dec-24","25.840","25.560","25.925","25.420","1.21%"
"2020-Dec-23","25.530","25.160","25.800","25.060","1.62%"
"2020-Dec-22","25.122","26.191","26.586","25.077","-3.98%"
"2020-Dec-21","26.163","25.795","27.405","24.970","1.53%"
"2020-Dec-18","25.768","26.060","26.135","25.655","-1.08%"
"2020-Dec-17","26.050","25.375","26.100","25.160","2.82%"
"2020-Dec-16","25.336","24.520","25.505","24.443","3.48%"
"2020-Dec-15","24.483","23.840","24.575","23.810","2.79%"
"2020-Dec-14","23.818","23.935","24.240","23.675","-0.40%"
"2020-Dec-11","23.912","23.975","24.125","23.600","-0.16%"
"2020-Dec-10","23.949","23.944","24.290","23.720","0.12%"
"2020-Dec-09","23.921","24.560","24.594","23.590","-2.60%"
"2020-Dec-08","24.560","24.505","24.870","24.425","0.22%"
"2020-Dec-07","24.505","24.190","24.786","23.520","1.40%"
"2020-Dec-04","24.166","24.085","24.410","23.930","0.42%"
"2020-Dec-03","24.066","24.110","24.295","23.735","-0.15%"
"2020-Dec-02","24.102","24.015","24.329","23.540","0.42%"
"2020-Dec-01","24.002","22.635","24.061","22.581","6.18%"
"2020-Nov-30","22.604","22.725","22.780","21.897","-0.40%"
"2020-Nov-27","22.695","23.275","23.345","22.340","-3.22%"
"2020-Nov-26","23.450","23.325","23.490","23.175","0.64%"
"2020-Nov-25","23.300","23.270","23.533","23.095","0.20%"
"2020-Nov-24","23.252","23.590","23.643","22.930","-1.37%"
"2020-Nov-23","23.576","24.165","24.405","23.424","-2.35%"
"2020-Nov-20","24.144","24.095","24.535","23.900","0.23%"
"2020-Nov-19","24.090","24.315","24.385","23.630","-0.92%"
"2020-Nov-18","24.313","24.492","24.715","24.200","-0.63%"
"2020-Nov-17","24.468","24.780","24.815","24.365","-1.15%"
"2020-Nov-16","24.751","24.675","25.080","24.220","0.49%"
"2020-Nov-13","24.630","24.245","24.825","24.155","1.65%"
"2020-Nov-12","24.230","24.275","24.405","24.040","-0.08%"
"2020-Nov-11","24.249","24.220","24.445","23.774","0.16%"
"2020-Nov-10","24.210","24.085","24.505","23.895","0.58%"
"2020-Nov-09","24.070","25.615","26.006","23.575","-5.95%"
"2020-Nov-06","25.593","25.360","25.846","24.893","1.05%"
"2020-Nov-05","25.327","23.940","25.480","23.890","5.93%"
"2020-Nov-04","23.910","24.180","24.501","23.240","-1.06%"
"2020-Nov-03","24.165","24.080","24.400","23.900","0.53%"
"2020-Nov-02","24.038","23.655","24.175","23.394","1.73%"
"2020-Oct-30","23.630","23.245","23.825","23.174","1.53%"
"2020-Oct-29","23.275","23.390","23.586","22.580","-0.58%"
"2020-Oct-28","23.410","24.370","24.585","23.020","-4.64%"
"2020-Oct-27","24.550","24.275","24.620","24.195","0.95%"
"2020-Oct-26","24.320","24.630","24.670","24.100","-1.06%"
"2020-Oct-23","24.580","24.720","24.865","24.405","-0.69%"
"2020-Oct-22","24.750","25.040","25.092","24.365","-1.28%"
"2020-Oct-21","25.070","24.655","25.290","24.650","1.72%"
"2020-Oct-20","24.645","24.380","24.935","24.320","0.59%"
"2020-Oct-19","24.500","24.175","24.985","24.115","1.37%"
"2020-Oct-16","24.170","24.275","24.527","24.060","-0.58%"
"2020-Oct-15","24.310","24.288","24.345","23.580","0.12%"
"2020-Oct-14","24.280","24.165","24.650","23.874","0.46%"
"2020-Oct-13","24.170","25.135","25.205","23.935","-3.74%"
"2020-Oct-12","25.110","25.110","25.575","24.780","-0.04%"
"2020-Oct-09","25.120","23.845","25.189","23.833","5.44%"
"2020-Oct-08","23.825","23.875","24.220","23.660","-0.06%"
"2020-Oct-07","23.840","23.035","23.985","23.005","3.27%"
"2020-Oct-06","23.085","24.385","24.510","22.865","-5.20%"
"2020-Oct-05","24.350","23.715","24.520","23.675","2.74%"
"2020-Oct-02","23.700","23.784","24.205","23.480","-0.80%"
"2020-Oct-01","23.890","23.225","24.175","23.215","2.93%"
"2020-Sep-30","23.210","24.224","24.320","23.139","-3.99%"
"2020-Sep-29","24.175","23.675","24.410","23.370","1.96%"
"2020-Sep-28","23.710","22.876","23.737","22.515","3.72%"
"2020-Sep-25","22.860","23.155","23.316","22.450","-1.49%"
"2020-Sep-24","23.205","22.895","23.360","21.661","1.46%"
"2020-Sep-23","22.870","24.400","24.480","22.595","-6.33%"
"2020-Sep-22","24.415","24.725","25.238","23.827","-1.27%"
"2020-Sep-21","24.730","26.797","26.967","23.716","-7.60%"
"2020-Sep-18","26.765","27.085","27.220","26.705","-1.24%"
"2020-Sep-17","27.100","27.315","27.315","26.311","-0.48%"
"2020-Sep-16","27.230","27.235","27.455","26.879","-0.02%"
"2020-Sep-15","27.235","27.147","27.633","27.002","0.29%"
"2020-Sep-14","27.155","26.765","27.310","26.673","1.55%"
"2020-Sep-11","26.740","26.878","27.044","26.580","-0.67%"
"2020-Sep-10","26.920","26.989","27.493","26.680","-0.39%"
"2020-Sep-09","27.025","26.627","27.130","26.407","1.20%"
"2020-Sep-08","26.705","26.934","27.103","25.860","-1.09%"
"2020-Sep-07","27.000","26.875","27.176","26.615","0.45%"
"2020-Sep-04","26.880","26.590","27.013","26.309","0.96%"
"2020-Sep-03","26.625","27.433","27.720","26.480","-3.16%"
"2020-Sep-02","27.495","28.125","28.320","27.078","-2.38%"
"2020-Sep-01","28.165","28.265","28.910","27.714","-0.19%"
"2020-Aug-31","28.220","27.538","28.368","27.538","2.66%"
"2020-Aug-28","27.490","27.053","27.720","26.830","1.65%"
"2020-Aug-27","27.045","27.519","27.918","26.524","-1.73%"
"2020-Aug-26","27.520","26.475","27.545","26.097","4.12%"
"2020-Aug-25","26.430","26.545","26.808","26.072","-0.41%"
"2020-Aug-24","26.540","26.764","27.245","26.257","-0.56%"
"2020-Aug-21","26.689","27.264","27.545","26.060","-1.95%"
"2020-Aug-20","27.220","26.715","27.528","26.605","1.87%"
"2020-Aug-19","26.720","27.723","28.043","26.495","-3.36%"
"2020-Aug-18","27.650","27.455","28.460","27.121","0.91%"
"2020-Aug-17","27.400","26.642","27.571","25.830","3.75%"
"2020-Aug-14","26.410","27.523","27.724","25.748","-4.16%"
"2020-Aug-13","27.555","25.583","27.721","25.281","7.81%"
"2020-Aug-12","25.560","24.781","26.292","23.445","3.11%"
"2020-Aug-11","24.790","29.185","29.260","24.430","-14.96%"
"2020-Aug-10","29.150","28.463","29.423","27.868","3.04%"
"2020-Aug-07","28.290","28.935","29.863","27.376","-2.25%"
"2020-Aug-06","28.940","26.991","29.090","26.800","7.11%"
"2020-Aug-05","27.020","26.015","27.145","25.373","3.92%"
"2020-Aug-04","26.000","24.245","26.029","24.120","7.22%"
"2020-Aug-03","24.250","24.760","24.851","24.060","-0.49%"
"2020-Jul-31","24.370","23.526","24.472","23.294","3.50%"
"2020-Jul-30","23.545","24.415","24.425","22.916","-3.52%"
"2020-Jul-29","24.405","24.605","24.940","23.330","-0.67%"
"2020-Jul-28","24.570","24.565","26.205","22.346","-0.16%"
"2020-Jul-27","24.610","22.745","24.635","22.720","8.22%"
"2020-Jul-24","22.740","22.695","22.930","22.413","0.09%"
"2020-Jul-23","22.720","23.065","23.258","22.270","-1.35%"
"2020-Jul-22","23.030","21.303","23.071","21.284","7.97%"
"2020-Jul-21","21.330","19.930","21.355","19.853","7.19%"
"2020-Jul-20","19.900","19.354","19.930","19.245","3.06%"
"2020-Jul-17","19.310","19.155","19.405","18.925","0.73%"
"2020-Jul-16","19.170","19.425","19.485","19.098","-1.13%"
"2020-Jul-15","19.390","19.205","19.480","19.130","0.99%"
"2020-Jul-14","19.200","19.115","19.300","18.870","0.63%"
"2020-Jul-13","19.080","18.692","19.376","18.692","2.20%"
"2020-Jul-10","18.670","18.695","18.820","18.479","0.05%"
"2020-Jul-09","18.660","18.645","19.052","18.483","-0.59%"
"2020-Jul-08","18.770","18.340","18.795","18.240","2.57%"
"2020-Jul-07","18.300","18.245","18.378","17.987","0.49%"
"2020-Jul-06","18.210","18.048","18.410","17.940","0.94%"
"2020-Jul-03","18.040","18.050","18.110","17.929","0.78%"
"2020-Jul-02","17.900","17.960","18.136","17.760","-0.22%"
"2020-Jul-01","17.940","18.170","18.462","17.825","-1.05%"
"2020-Jun-30","18.130","17.820","18.257","17.765","1.51%"
"2020-Jun-29","17.860","17.813","17.965","17.675","0.62%"
"2020-Jun-26","17.750","17.797","17.945","17.492","-0.73%"
"2020-Jun-25","17.880","17.483","17.905","17.435","2.05%"
"2020-Jun-24","17.520","17.860","18.075","17.415","-2.40%"
"2020-Jun-23","17.950","17.840","18.028","17.663","0.73%"
"2020-Jun-22","17.820","17.654","18.045","17.634","1.25%"
"2020-Jun-19","17.600","17.530","17.820","17.360","0.54%"
"2020-Jun-18","17.505","17.485","17.692","17.305","-0.43%"
"2020-Jun-17","17.580","17.430","17.645","17.300","1.06%"
"2020-Jun-16","17.395","17.378","17.600","17.230","-0.20%"
"2020-Jun-15","17.430","17.457","17.586","16.955","-0.06%"
"2020-Jun-12","17.440","17.615","17.772","17.383","-1.50%"
"2020-Jun-11","17.705","18.124","18.170","17.475","-2.99%"
"2020-Jun-10","18.250","17.533","18.315","17.524","3.75%"
"2020-Jun-09","17.590","17.761","17.800","17.455","-1.51%"
"2020-Jun-08","17.860","17.386","17.925","17.315","2.82%"
